date,cloudcover,day_of_week,label
2007-04-25,51.5,Wednesday,Weekday
2007-04-26,60.0,Thursday,Weekday
2007-04-27,98.9,Friday,Weekday
2007-04-28,76.7,Saturday,Weekend
2007-04-29,77.6,Sunday,Weekend
2007-04-30,23.5,Monday,Weekday
2007-05-01,48.1,Tuesday,Weekday
2007-05-02,78.1,Wednesday,Weekday
2007-05-03,18.3,Thursday,Weekday
2007-05-04,17.7,Friday,Weekday
2007-05-05,27.3,Saturday,Weekend
2007-05-06,47.1,Sunday,Weekend
2007-05-07,19.6,Monday,Weekday
2007-05-08,17.9,Tuesday,Weekday
2007-05-09,16.2,Wednesday,Weekday
2007-05-10,66.7,Thursday,Weekday
2007-05-11,62.0,Friday,Weekday
2007-05-12,44.8,Saturday,Weekend
2007-05-13,27.9,Sunday,Weekend
2007-05-14,16.1,Monday,Weekday
2007-05-15,33.8,Tuesday,Weekday
2007-05-16,45.2,Wednesday,Weekday
2007-05-17,67.6,Thursday,Weekday
2007-05-18,99.6,Friday,Weekday
2007-05-19,95.9,Saturday,Weekend
2007-05-20,64.7,Sunday,Weekend
2007-05-21,21.5,Monday,Weekday
2007-05-22,20.6,Tuesday,Weekday
2007-05-23,22.3,Wednesday,Weekday
2007-05-24,10.8,Thursday,Weekday
2007-05-25,4.5,Friday,Weekday
2007-05-26,23.0,Saturday,Weekend
2007-05-27,40.1,Sunday,Weekend
2007-05-28,45.1,Monday,Weekday
2007-05-29,6.0,Tuesday,Weekday
2007-05-30,3.7,Wednesday,Weekday
2007-05-31,16.2,Thursday,Weekday
2007-06-01,33.9,Friday,Weekday
2007-06-02,29.9,Saturday,Weekend
2007-06-03,61.4,Sunday,Weekend
2007-06-04,88.4,Monday,Weekday
2007-06-05,40.6,Tuesday,Weekday
2007-06-06,41.5,Wednesday,Weekday
2007-06-07,23.7,Thursday,Weekday
2007-06-08,26.0,Friday,Weekday
2007-06-09,73.1,Saturday,Weekend
2007-06-10,92.7,Sunday,Weekend
2007-06-11,56.9,Monday,Weekday
2007-06-12,58.0,Tuesday,Weekday
2007-06-13,84.3,Wednesday,Weekday
2007-06-14,96.1,Thursday,Weekday
2007-06-15,65.7,Friday,Weekday
2007-06-16,46.7,Saturday,Weekend
2007-06-17,20.2,Sunday,Weekend
2007-06-18,16.5,Monday,Weekday
2007-06-19,15.7,Tuesday,Weekday
2007-06-20,56.8,Wednesday,Weekday
2007-06-21,29.3,Thursday,Weekday
2007-06-22,34.2,Friday,Weekday
2007-06-23,9.5,Saturday,Weekend
2007-06-24,12.7,Sunday,Weekend
2007-06-25,41.2,Monday,Weekday
2007-06-26,21.4,Tuesday,Weekday
2007-06-27,33.1,Wednesday,Weekday
2007-06-28,51.0,Thursday,Weekday
2007-06-29,55.4,Friday,Weekday
2007-06-30,29.9,Saturday,Weekend
2007-07-01,54.7,Sunday,Weekend
2007-07-02,22.2,Monday,Weekday
2007-07-03,29.0,Tuesday,Weekday
2007-07-04,73.0,Wednesday,Weekday
2007-07-05,72.3,Thursday,Weekday
2007-07-06,41.5,Friday,Weekday
2007-07-07,33.0,Saturday,Weekend
2007-07-08,22.3,Sunday,Weekend
2007-07-09,25.4,Monday,Weekday
2007-07-10,21.6,Tuesday,Weekday
2007-07-11,67.3,Wednesday,Weekday
2007-07-12,38.6,Thursday,Weekday
2007-07-13,31.0,Friday,Weekday
2007-07-14,22.8,Saturday,Weekend
2007-07-15,38.8,Sunday,Weekend
2007-07-16,52.2,Monday,Weekday
2007-07-17,32.7,Tuesday,Weekday
2007-07-18,66.9,Wednesday,Weekday
2007-07-19,41.3,Thursday,Weekday
2007-07-20,45.5,Friday,Weekday
2007-07-21,32.7,Saturday,Weekend
2007-07-22,37.1,Sunday,Weekend
2007-07-23,83.8,Monday,Weekday
2007-07-24,23.5,Tuesday,Weekday
2007-07-25,18.8,Wednesday,Weekday
2007-07-26,53.0,Thursday,Weekday
2007-07-27,61.4,Friday,Weekday
2007-07-28,61.7,Saturday,Weekend
2007-07-29,54.9,Sunday,Weekend
2007-07-30,51.0,Monday,Weekday
2007-07-31,15.1,Tuesday,Weekday
2007-08-01,8.6,Wednesday,Weekday
2007-08-02,4.5,Thursday,Weekday
2007-08-03,18.2,Friday,Weekday
2007-08-04,20.3,Saturday,Weekend
2007-08-05,12.3,Sunday,Weekend
2007-08-06,75.6,Monday,Weekday
2007-08-07,34.1,Tuesday,Weekday
2007-08-08,48.6,Wednesday,Weekday
2007-08-09,38.6,Thursday,Weekday
2007-08-10,100.0,Friday,Weekday
2007-08-11,36.7,Saturday,Weekend
2007-08-12,21.4,Sunday,Weekend
2007-08-13,44.3,Monday,Weekday
2007-08-14,10.4,Tuesday,Weekday
2007-08-15,28.4,Wednesday,Weekday
2007-08-16,42.9,Thursday,Weekday
2007-08-17,46.7,Friday,Weekday
2007-08-18,17.6,Saturday,Weekend
2007-08-19,77.7,Sunday,Weekend
2007-08-20,98.4,Monday,Weekday
2007-08-21,100.0,Tuesday,Weekday
2007-08-22,100.0,Wednesday,Weekday
2007-08-23,84.5,Thursday,Weekday
2007-08-24,48.7,Friday,Weekday
2007-08-25,60.2,Saturday,Weekend
2007-08-26,37.1,Sunday,Weekend
2007-08-27,20.4,Monday,Weekday
2007-08-28,51.7,Tuesday,Weekday
2007-08-29,19.5,Wednesday,Weekday
2007-08-30,25.7,Thursday,Weekday
2007-08-31,62.7,Friday,Weekday
2007-09-01,14.8,Saturday,Weekend
2007-09-02,4.5,Sunday,Weekend
2007-09-03,13.9,Monday,Weekday
2007-09-04,10.7,Tuesday,Weekday
2007-09-05,40.8,Wednesday,Weekday
2007-09-06,31.9,Thursday,Weekday
2007-09-07,27.8,Friday,Weekday
2007-09-08,11.0,Saturday,Weekend
2007-09-09,28.0,Sunday,Weekend
2007-09-10,88.2,Monday,Weekday
2007-09-11,84.8,Tuesday,Weekday
2007-09-12,17.0,Wednesday,Weekday
2007-09-13,12.1,Thursday,Weekday
2007-09-14,68.5,Friday,Weekday
2007-09-15,68.8,Saturday,Weekend
2007-09-16,20.5,Sunday,Weekend
2007-09-17,15.2,Monday,Weekday
2007-09-18,12.1,Tuesday,Weekday
2007-09-19,6.1,Wednesday,Weekday
2007-09-20,13.9,Thursday,Weekday
2007-09-21,17.5,Friday,Weekday
2007-09-22,55.8,Saturday,Weekend
2007-09-23,7.4,Sunday,Weekend
2007-09-24,6.1,Monday,Weekday
2007-09-25,0.0,Tuesday,Weekday
2007-09-26,4.1,Wednesday,Weekday
2007-09-27,33.3,Thursday,Weekday
2007-09-28,64.7,Friday,Weekday
2007-09-29,5.8,Saturday,Weekend
2007-09-30,32.7,Sunday,Weekend
2007-10-01,56.6,Monday,Weekday
2007-10-02,81.4,Tuesday,Weekday
2007-10-03,89.1,Wednesday,Weekday
2007-10-04,53.0,Thursday,Weekday
2007-10-05,32.8,Friday,Weekday
2007-10-06,19.8,Saturday,Weekend
2007-10-07,57.7,Sunday,Weekend
2007-10-08,58.0,Monday,Weekday
2007-10-09,69.3,Tuesday,Weekday
2007-10-10,86.9,Wednesday,Weekday
2007-10-11,99.1,Thursday,Weekday
2007-10-12,59.6,Friday,Weekday
2007-10-13,24.2,Saturday,Weekend
2007-10-14,23.5,Sunday,Weekend
2007-10-15,34.9,Monday,Weekday
2007-10-16,53.4,Tuesday,Weekday
2007-10-17,53.2,Wednesday,Weekday
2007-10-18,42.6,Thursday,Weekday
2007-10-19,99.6,Friday,Weekday
2007-10-20,34.1,Saturday,Weekend
2007-10-21,1.2,Sunday,Weekend
2007-10-22,18.0,Monday,Weekday
2007-10-23,48.1,Tuesday,Weekday
2007-10-24,99.5,Wednesday,Weekday
2007-10-25,90.2,Thursday,Weekday
2007-10-26,96.9,Friday,Weekday
2007-10-27,77.2,Saturday,Weekend
2007-10-28,18.9,Sunday,Weekend
2007-10-29,11.3,Monday,Weekday
2007-10-30,2.2,Tuesday,Weekday
2007-10-31,16.7,Wednesday,Weekday
2007-11-01,50.6,Thursday,Weekday
2007-11-02,15.0,Friday,Weekday
2007-11-03,61.2,Saturday,Weekend
2007-11-04,50.1,Sunday,Weekend
2007-11-05,33.1,Monday,Weekday
2007-11-06,62.8,Tuesday,Weekday
2007-11-07,17.1,Wednesday,Weekday
2007-11-08,48.6,Thursday,Weekday
2007-11-09,94.0,Friday,Weekday
2007-11-10,68.0,Saturday,Weekend
2007-11-11,8.6,Sunday,Weekend
2007-11-12,92.7,Monday,Weekday
2007-11-13,50.4,Tuesday,Weekday
2007-11-14,63.1,Wednesday,Weekday
2007-11-15,87.8,Thursday,Weekday
2007-11-16,36.1,Friday,Weekday
2007-11-17,48.1,Saturday,Weekend
2007-11-18,99.0,Sunday,Weekend
2007-11-19,94.9,Monday,Weekday
2007-11-20,87.2,Tuesday,Weekday
2007-11-21,79.2,Wednesday,Weekday
2007-11-22,48.1,Thursday,Weekday
2007-11-23,24.9,Friday,Weekday
2007-11-24,28.8,Saturday,Weekend
2007-11-25,28.7,Sunday,Weekend
2007-11-26,100.0,Monday,Weekday
2007-11-27,57.3,Tuesday,Weekday
2007-11-28,26.4,Wednesday,Weekday
2007-11-29,41.5,Thursday,Weekday
2007-11-30,14.2,Friday,Weekday
2007-12-01,26.9,Saturday,Weekend
2007-12-02,97.8,Sunday,Weekend
2007-12-03,90.5,Monday,Weekday
2007-12-04,68.5,Tuesday,Weekday
2007-12-05,65.2,Wednesday,Weekday
2007-12-06,4.7,Thursday,Weekday
2007-12-07,58.5,Friday,Weekday
2007-12-08,49.0,Saturday,Weekend
2007-12-09,89.4,Sunday,Weekend
2007-12-10,99.5,Monday,Weekday
2007-12-11,97.1,Tuesday,Weekday
2007-12-12,61.4,Wednesday,Weekday
2007-12-13,79.3,Thursday,Weekday
2007-12-14,63.4,Friday,Weekday
2007-12-15,42.7,Saturday,Weekend
2007-12-16,96.7,Sunday,Weekend
2007-12-17,45.1,Monday,Weekday
2007-12-18,19.2,Tuesday,Weekday
2007-12-19,72.9,Wednesday,Weekday
2007-12-20,71.6,Thursday,Weekday
2007-12-21,93.2,Friday,Weekday
2007-12-22,100.0,Saturday,Weekend
2007-12-23,98.8,Sunday,Weekend
2007-12-24,19.1,Monday,Weekday
2007-12-25,24.8,Tuesday,Weekday
2007-12-26,51.3,Wednesday,Weekday
2007-12-27,99.9,Thursday,Weekday
2007-12-28,49.2,Friday,Weekday
2007-12-29,64.3,Saturday,Weekend
2007-12-30,52.2,Sunday,Weekend
2007-12-31,41.7,Monday,Weekday
2008-01-01,68.4,Tuesday,Weekday
2008-01-02,52.3,Wednesday,Weekday
2008-01-03,4.1,Thursday,Weekday
2008-01-04,43.5,Friday,Weekday
2008-01-05,38.9,Saturday,Weekend
2008-01-06,97.2,Sunday,Weekend
2008-01-07,60.1,Monday,Weekday
2008-01-08,26.7,Tuesday,Weekday
2008-01-09,37.2,Wednesday,Weekday
2008-01-10,44.8,Thursday,Weekday
2008-01-11,85.4,Friday,Weekday
2008-01-12,32.1,Saturday,Weekend
2008-01-13,45.0,Sunday,Weekend
2008-01-14,99.9,Monday,Weekday
2008-01-15,89.1,Tuesday,Weekday
2008-01-16,12.9,Wednesday,Weekday
2008-01-17,57.3,Thursday,Weekday
2008-01-18,51.1,Friday,Weekday
2008-01-19,80.0,Saturday,Weekend
2008-01-20,41.2,Sunday,Weekend
2008-01-21,2.0,Monday,Weekday
2008-01-22,64.2,Tuesday,Weekday
2008-01-23,15.1,Wednesday,Weekday
2008-01-24,58.7,Thursday,Weekday
2008-01-25,3.8,Friday,Weekday
2008-01-26,71.0,Saturday,Weekend
2008-01-27,63.8,Sunday,Weekend
2008-01-28,3.0,Monday,Weekday
2008-01-29,65.9,Tuesday,Weekday
2008-01-30,51.5,Wednesday,Weekday
2008-01-31,14.6,Thursday,Weekday
2008-02-01,82.1,Friday,Weekday
2008-02-02,57.3,Saturday,Weekend
2008-02-03,15.8,Sunday,Weekend
2008-02-04,82.1,Monday,Weekday
2008-02-05,82.3,Tuesday,Weekday
2008-02-06,79.2,Wednesday,Weekday
2008-02-07,93.7,Thursday,Weekday
2008-02-08,74.7,Friday,Weekday
2008-02-09,68.8,Saturday,Weekend
2008-02-10,60.5,Sunday,Weekend
2008-02-11,7.2,Monday,Weekday
2008-02-12,74.4,Tuesday,Weekday
2008-02-13,99.4,Wednesday,Weekday
2008-02-14,35.7,Thursday,Weekday
2008-02-15,51.7,Friday,Weekday
2008-02-16,11.9,Saturday,Weekend
2008-02-17,64.4,Sunday,Weekend
2008-02-18,89.5,Monday,Weekday
2008-02-19,30.2,Tuesday,Weekday
2008-02-20,40.6,Wednesday,Weekday
2008-02-21,14.2,Thursday,Weekday
2008-02-22,99.9,Friday,Weekday
2008-02-23,90.9,Saturday,Weekend
2008-02-24,7.9,Sunday,Weekend
2008-02-25,20.4,Monday,Weekday
2008-02-26,80.4,Tuesday,Weekday
2008-02-27,90.7,Wednesday,Weekday
2008-02-28,28.0,Thursday,Weekday
2008-02-29,39.3,Friday,Weekday
2008-03-01,77.7,Saturday,Weekend
2008-03-02,24.0,Sunday,Weekend
2008-03-03,36.2,Monday,Weekday
2008-03-04,68.8,Tuesday,Weekday
2008-03-05,79.5,Wednesday,Weekday
2008-03-06,22.1,Thursday,Weekday
2008-03-07,66.5,Friday,Weekday
2008-03-08,97.2,Saturday,Weekend
2008-03-09,17.2,Sunday,Weekend
2008-03-10,23.6,Monday,Weekday
2008-03-11,57.3,Tuesday,Weekday
2008-03-12,62.2,Wednesday,Weekday
2008-03-13,30.6,Thursday,Weekday
2008-03-14,60.5,Friday,Weekday
2008-03-15,85.6,Saturday,Weekend
2008-03-16,89.2,Sunday,Weekend
2008-03-17,10.3,Monday,Weekday
2008-03-18,57.4,Tuesday,Weekday
2008-03-19,100.0,Wednesday,Weekday
2008-03-20,90.0,Thursday,Weekday
2008-03-21,40.0,Friday,Weekday
2008-03-22,78.5,Saturday,Weekend
2008-03-23,5.4,Sunday,Weekend
2008-03-24,34.1,Monday,Weekday
2008-03-25,19.3,Tuesday,Weekday
2008-03-26,55.1,Wednesday,Weekday
2008-03-27,62.3,Thursday,Weekday
2008-03-28,92.4,Friday,Weekday
2008-03-29,13.6,Saturday,Weekend
2008-03-30,12.4,Sunday,Weekend
2008-03-31,90.3,Monday,Weekday
2008-04-01,90.2,Tuesday,Weekday
2008-04-02,17.2,Wednesday,Weekday
2008-04-03,25.2,Thursday,Weekday
2008-04-04,97.6,Friday,Weekday
2008-04-05,59.0,Saturday,Weekend
2008-04-06,81.7,Sunday,Weekend
2008-04-07,99.9,Monday,Weekday
2008-04-08,69.7,Tuesday,Weekday
2008-04-09,49.2,Wednesday,Weekday
2008-04-10,42.3,Thursday,Weekday
2008-04-11,69.0,Friday,Weekday
2008-04-12,77.9,Saturday,Weekend
2008-04-13,83.1,Sunday,Weekend
2008-04-14,33.8,Monday,Weekday
2008-04-15,3.1,Tuesday,Weekday
2008-04-16,8.9,Wednesday,Weekday
2008-04-17,3.4,Thursday,Weekday
2008-04-18,9.0,Friday,Weekday
2008-04-19,19.2,Saturday,Weekend
2008-04-20,89.0,Sunday,Weekend
2008-04-21,63.6,Monday,Weekday
2008-04-22,35.1,Tuesday,Weekday
2008-04-23,16.2,Wednesday,Weekday
2008-04-24,26.1,Thursday,Weekday
2008-04-25,27.4,Friday,Weekday
2008-04-26,92.6,Saturday,Weekend
2008-04-27,97.9,Sunday,Weekend
2008-04-28,100.0,Monday,Weekday
2008-04-29,66.9,Tuesday,Weekday
2008-04-30,12.5,Wednesday,Weekday
2008-05-01,53.4,Thursday,Weekday
2008-05-02,99.9,Friday,Weekday
2008-05-03,98.2,Saturday,Weekend
2008-05-04,77.7,Sunday,Weekend
2008-05-05,35.0,Monday,Weekday
2008-05-06,27.5,Tuesday,Weekday
2008-05-07,23.9,Wednesday,Weekday
2008-05-08,72.9,Thursday,Weekday
2008-05-09,99.1,Friday,Weekday
2008-05-10,65.2,Saturday,Weekend
2008-05-11,25.5,Sunday,Weekend
2008-05-12,78.8,Monday,Weekday
2008-05-13,19.8,Tuesday,Weekday
2008-05-14,17.0,Wednesday,Weekday
2008-05-15,72.7,Thursday,Weekday
2008-05-16,87.8,Friday,Weekday
2008-05-17,51.6,Saturday,Weekend
2008-05-18,57.5,Sunday,Weekend
2008-05-19,51.0,Monday,Weekday
2008-05-20,58.3,Tuesday,Weekday
2008-05-21,56.3,Wednesday,Weekday
2008-05-22,66.0,Thursday,Weekday
2008-05-23,23.7,Friday,Weekday
2008-05-24,48.5,Saturday,Weekend
2008-05-25,16.0,Sunday,Weekend
2008-05-26,19.1,Monday,Weekday
2008-05-27,61.9,Tuesday,Weekday
2008-05-28,24.9,Wednesday,Weekday
2008-05-29,6.3,Thursday,Weekday
2008-05-30,20.0,Friday,Weekday
2008-05-31,57.7,Saturday,Weekend
2008-06-01,36.8,Sunday,Weekend
2008-06-02,27.8,Monday,Weekday
2008-06-03,27.4,Tuesday,Weekday
2008-06-04,98.9,Wednesday,Weekday
2008-06-05,98.4,Thursday,Weekday
2008-06-06,75.5,Friday,Weekday
2008-06-07,35.6,Saturday,Weekend
2008-06-08,38.2,Sunday,Weekend
2008-06-09,17.3,Monday,Weekday
2008-06-10,11.1,Tuesday,Weekday
2008-06-11,29.3,Wednesday,Weekday
2008-06-12,11.4,Thursday,Weekday
2008-06-13,14.8,Friday,Weekday
2008-06-14,54.1,Saturday,Weekend
2008-06-15,78.6,Sunday,Weekend
2008-06-16,76.5,Monday,Weekday
2008-06-17,46.1,Tuesday,Weekday
2008-06-18,43.2,Wednesday,Weekday
2008-06-19,42.6,Thursday,Weekday
2008-06-20,32.0,Friday,Weekday
2008-06-21,38.5,Saturday,Weekend
2008-06-22,35.0,Sunday,Weekend
2008-06-23,60.2,Monday,Weekday
2008-06-24,35.2,Tuesday,Weekday
2008-06-25,29.3,Wednesday,Weekday
2008-06-26,54.5,Thursday,Weekday
2008-06-27,37.6,Friday,Weekday
2008-06-28,36.5,Saturday,Weekend
2008-06-29,37.9,Sunday,Weekend
2008-06-30,54.6,Monday,Weekday
2008-07-01,37.0,Tuesday,Weekday
2008-07-02,21.8,Wednesday,Weekday
2008-07-03,42.2,Thursday,Weekday
2008-07-04,76.9,Friday,Weekday
2008-07-05,92.8,Saturday,Weekend
2008-07-06,79.7,Sunday,Weekend
2008-07-07,78.2,Monday,Weekday
2008-07-08,20.9,Tuesday,Weekday
2008-07-09,35.3,Wednesday,Weekday
2008-07-10,22.6,Thursday,Weekday
2008-07-11,25.1,Friday,Weekday
2008-07-12,22.3,Saturday,Weekend
2008-07-13,33.0,Sunday,Weekend
2008-07-14,66.1,Monday,Weekday
2008-07-15,18.4,Tuesday,Weekday
2008-07-16,7.9,Wednesday,Weekday
2008-07-17,24.8,Thursday,Weekday
2008-07-18,26.0,Friday,Weekday
2008-07-19,28.1,Saturday,Weekend
2008-07-20,30.6,Sunday,Weekend
2008-07-21,55.1,Monday,Weekday
2008-07-22,57.6,Tuesday,Weekday
2008-07-23,88.1,Wednesday,Weekday
2008-07-24,72.9,Thursday,Weekday
2008-07-25,16.0,Friday,Weekday
2008-07-26,24.0,Saturday,Weekend
2008-07-27,65.9,Sunday,Weekend
2008-07-28,27.7,Monday,Weekday
2008-07-29,18.5,Tuesday,Weekday
2008-07-30,34.8,Wednesday,Weekday
2008-07-31,36.3,Thursday,Weekday
2008-08-01,32.0,Friday,Weekday
2008-08-02,48.0,Saturday,Weekend
2008-08-03,34.0,Sunday,Weekend
2008-08-04,36.7,Monday,Weekday
2008-08-05,40.4,Tuesday,Weekday
2008-08-06,66.5,Wednesday,Weekday
2008-08-07,42.6,Thursday,Weekday
2008-08-08,32.7,Friday,Weekday
2008-08-09,33.6,Saturday,Weekend
2008-08-10,27.7,Sunday,Weekend
2008-08-11,70.8,Monday,Weekday
2008-08-12,36.1,Tuesday,Weekday
2008-08-13,30.7,Wednesday,Weekday
2008-08-14,51.3,Thursday,Weekday
2008-08-15,85.9,Friday,Weekday
2008-08-16,34.9,Saturday,Weekend
2008-08-17,21.6,Sunday,Weekend
2008-08-18,20.1,Monday,Weekday
2008-08-19,23.3,Tuesday,Weekday
2008-08-20,8.1,Wednesday,Weekday
2008-08-21,3.3,Thursday,Weekday
2008-08-22,8.6,Friday,Weekday
2008-08-23,32.9,Saturday,Weekend
2008-08-24,48.4,Sunday,Weekend
2008-08-25,48.3,Monday,Weekday
2008-08-26,10.9,Tuesday,Weekday
2008-08-27,29.7,Wednesday,Weekday
2008-08-28,29.4,Thursday,Weekday
2008-08-29,65.5,Friday,Weekday
2008-08-30,79.0,Saturday,Weekend
2008-08-31,8.5,Sunday,Weekend
2008-09-01,1.6,Monday,Weekday
2008-09-02,25.8,Tuesday,Weekday
2008-09-03,44.7,Wednesday,Weekday
2008-09-04,17.7,Thursday,Weekday
2008-09-05,28.2,Friday,Weekday
2008-09-06,94.8,Saturday,Weekend
2008-09-07,21.5,Sunday,Weekend
2008-09-08,9.5,Monday,Weekday
2008-09-09,67.5,Tuesday,Weekday
2008-09-10,53.1,Wednesday,Weekday
2008-09-11,82.2,Thursday,Weekday
2008-09-12,97.9,Friday,Weekday
2008-09-13,75.0,Saturday,Weekend
2008-09-14,49.2,Sunday,Weekend
2008-09-15,33.9,Monday,Weekday
2008-09-16,59.4,Tuesday,Weekday
2008-09-17,29.1,Wednesday,Weekday
2008-09-18,14.7,Thursday,Weekday
2008-09-19,18.1,Friday,Weekday
2008-09-20,25.5,Saturday,Weekend
2008-09-21,16.0,Sunday,Weekend
2008-09-22,37.9,Monday,Weekday
2008-09-23,13.7,Tuesday,Weekday
2008-09-24,17.1,Wednesday,Weekday
2008-09-25,61.9,Thursday,Weekday
2008-09-26,100.0,Friday,Weekday
2008-09-27,100.0,Saturday,Weekend
2008-09-28,98.1,Sunday,Weekend
2008-09-29,74.9,Monday,Weekday
2008-09-30,70.2,Tuesday,Weekday
2008-10-01,76.6,Wednesday,Weekday
2008-10-02,47.7,Thursday,Weekday
2008-10-03,46.0,Friday,Weekday
2008-10-04,48.7,Saturday,Weekend
2008-10-05,71.9,Sunday,Weekend
2008-10-06,49.9,Monday,Weekday
2008-10-07,5.0,Tuesday,Weekday
2008-10-08,36.9,Wednesday,Weekday
2008-10-09,58.7,Thursday,Weekday
2008-10-10,13.6,Friday,Weekday
2008-10-11,7.6,Saturday,Weekend
2008-10-12,8.8,Sunday,Weekend
2008-10-13,33.2,Monday,Weekday
2008-10-14,57.8,Tuesday,Weekday
2008-10-15,25.5,Wednesday,Weekday
2008-10-16,65.2,Thursday,Weekday
2008-10-17,16.9,Friday,Weekday
2008-10-18,31.3,Saturday,Weekend
2008-10-19,15.2,Sunday,Weekend
2008-10-20,9.5,Monday,Weekday
2008-10-21,37.0,Tuesday,Weekday
2008-10-22,71.9,Wednesday,Weekday
2008-10-23,24.3,Thursday,Weekday
2008-10-24,26.0,Friday,Weekday
2008-10-25,92.8,Saturday,Weekend
2008-10-26,13.9,Sunday,Weekend
2008-10-27,35.2,Monday,Weekday
2008-10-28,100.0,Tuesday,Weekday
2008-10-29,70.6,Wednesday,Weekday
2008-10-30,34.5,Thursday,Weekday
2008-10-31,8.9,Friday,Weekday
2008-11-01,34.1,Saturday,Weekend
2008-11-02,29.0,Sunday,Weekend
2008-11-03,93.5,Monday,Weekday
2008-11-04,60.3,Tuesday,Weekday
2008-11-05,65.2,Wednesday,Weekday
2008-11-06,100.0,Thursday,Weekday
2008-11-07,100.0,Friday,Weekday
2008-11-08,95.8,Saturday,Weekend
2008-11-09,49.2,Sunday,Weekend
2008-11-10,53.9,Monday,Weekday
2008-11-11,30.6,Tuesday,Weekday
2008-11-12,45.9,Wednesday,Weekday
2008-11-13,92.5,Thursday,Weekday
2008-11-14,100.0,Friday,Weekday
2008-11-15,98.6,Saturday,Weekend
2008-11-16,69.7,Sunday,Weekend
2008-11-17,24.2,Monday,Weekday
2008-11-18,85.5,Tuesday,Weekday
2008-11-19,28.7,Wednesday,Weekday
2008-11-20,75.5,Thursday,Weekday
2008-11-21,49.3,Friday,Weekday
2008-11-22,20.7,Saturday,Weekend
2008-11-23,22.3,Sunday,Weekend
2008-11-24,59.5,Monday,Weekday
2008-11-25,72.8,Tuesday,Weekday
2008-11-26,80.0,Wednesday,Weekday
2008-11-27,61.2,Thursday,Weekday
2008-11-28,35.3,Friday,Weekday
2008-11-29,41.7,Saturday,Weekend
2008-11-30,87.0,Sunday,Weekend
2008-12-01,68.9,Monday,Weekday
2008-12-02,25.1,Tuesday,Weekday
2008-12-03,4.6,Wednesday,Weekday
2008-12-04,65.3,Thursday,Weekday
2008-12-05,64.1,Friday,Weekday
2008-12-06,43.3,Saturday,Weekend
2008-12-07,72.7,Sunday,Weekend
2008-12-08,51.0,Monday,Weekday
2008-12-09,95.6,Tuesday,Weekday
2008-12-10,100.0,Wednesday,Weekday
2008-12-11,100.0,Thursday,Weekday
2008-12-12,79.5,Friday,Weekday
2008-12-13,24.0,Saturday,Weekend
2008-12-14,40.6,Sunday,Weekend
2008-12-15,92.1,Monday,Weekday
2008-12-16,99.2,Tuesday,Weekday
2008-12-17,71.7,Wednesday,Weekday
2008-12-18,31.5,Thursday,Weekday
2008-12-19,74.1,Friday,Weekday
2008-12-20,100.0,Saturday,Weekend
2008-12-21,69.1,Sunday,Weekend
2008-12-22,10.7,Monday,Weekday
2008-12-23,39.0,Tuesday,Weekday
2008-12-24,97.7,Wednesday,Weekday
2008-12-25,29.0,Thursday,Weekday
2008-12-26,48.8,Friday,Weekday
2008-12-27,99.7,Saturday,Weekend
2008-12-28,77.9,Sunday,Weekend
2008-12-29,18.5,Monday,Weekday
2008-12-30,17.5,Tuesday,Weekday
2008-12-31,63.0,Wednesday,Weekday
2009-01-01,14.0,Thursday,Weekday
2009-01-02,78.4,Friday,Weekday
2009-01-03,12.0,Saturday,Weekend
2009-01-04,26.7,Sunday,Weekend
2009-01-05,78.2,Monday,Weekday
2009-01-06,67.9,Tuesday,Weekday
2009-01-07,100.0,Wednesday,Weekday
2009-01-08,61.0,Thursday,Weekday
2009-01-09,30.6,Friday,Weekday
2009-01-10,72.8,Saturday,Weekend
2009-01-11,69.7,Sunday,Weekend
2009-01-12,31.9,Monday,Weekday
2009-01-13,51.8,Tuesday,Weekday
2009-01-14,46.2,Wednesday,Weekday
2009-01-15,74.1,Thursday,Weekday
2009-01-16,16.8,Friday,Weekday
2009-01-17,34.4,Saturday,Weekend
2009-01-18,97.8,Sunday,Weekend
2009-01-19,80.4,Monday,Weekday
2009-01-20,32.6,Tuesday,Weekday
2009-01-21,21.6,Wednesday,Weekday
2009-01-22,27.8,Thursday,Weekday
2009-01-23,24.1,Friday,Weekday
2009-01-24,24.6,Saturday,Weekend
2009-01-25,36.9,Sunday,Weekend
2009-01-26,40.5,Monday,Weekday
2009-01-27,79.5,Tuesday,Weekday
2009-01-28,95.6,Wednesday,Weekday
2009-01-29,4.3,Thursday,Weekday
2009-01-30,49.8,Friday,Weekday
2009-01-31,18.4,Saturday,Weekend
2009-02-01,27.6,Sunday,Weekend
2009-02-02,47.1,Monday,Weekday
2009-02-03,100.0,Tuesday,Weekday
2009-02-04,28.5,Wednesday,Weekday
2009-02-05,9.0,Thursday,Weekday
2009-02-06,58.6,Friday,Weekday
2009-02-07,49.5,Saturday,Weekend
2009-02-08,31.7,Sunday,Weekend
2009-02-09,14.1,Monday,Weekday
2009-02-10,54.2,Tuesday,Weekday
2009-02-11,50.9,Wednesday,Weekday
2009-02-12,87.8,Thursday,Weekday
2009-02-13,41.9,Friday,Weekday
2009-02-14,59.2,Saturday,Weekend
2009-02-15,19.7,Sunday,Weekend
2009-02-16,22.7,Monday,Weekday
2009-02-17,9.6,Tuesday,Weekday
